OrderLineID,OrderID,OrderDate,ShipDate,CustomerID,ProductID,WarehouseID,CategoryID,SubCategoryID,CampaignID,Channel,Quantity,UnitPrice,DiscountAmount,ShippingCost,ReturnFlag,ReturnAmount,CostAmount,SalesAmount,ProfitAmount
1238,37973,16-05-2022,18-05-2022,38,38,38,3,8,38,Website,1,1154.51,275.73,120.74,0,444.54,2451.1,878.78,-2137.6
1239,38904,16-05-2022,17-05-2022,39,39,39,4,9,39,Marketplace,8,449.45,78.47,66.48,0,47.04,1970.05,3517.13,1433.56
1240,32047,16-05-2022,19-05-2022,40,40,40,5,10,40,Marketplace,1,1860.97,237.39,82.45,0,356.92,318.62,1623.58,865.59
1241,20694,16-05-2022,20-05-2022,41,41,41,1,1,41,App,9,2256.62,411.9,44.27,0,142,2526.88,19897.68,17184.53
1242,35588,16-05-2022,17-05-2022,42,42,42,2,2,42,Marketplace,8,2451.63,254.73,113.01,0,240.69,859.59,19358.31,18145.02
1243,33055,17-05-2022,19-05-2022,43,43,43,3,3,43,App,6,797.41,99.87,43.34,1,313.89,1917.23,4684.59,2410.13
1244,36080,17-05-2022,20-05-2022,44,44,44,4,4,44,App,6,2373.54,206.7,130.34,0,75.31,2337.56,14034.54,11491.33
1245,26704,17-05-2022,23-05-2022,45,45,45,5,5,45,Marketplace,7,144.35,377.4,90.13,0,173.29,2698.05,633.05,-2328.42
1246,27368,17-05-2022,19-05-2022,46,46,46,1,6,46,Website,8,1273.16,67.5,91.26,0,488.04,2779.5,10117.78,6758.98
1247,21971,17-05-2022,19-05-2022,47,47,47,2,7,47,App,7,1908.52,290.23,141.36,0,68.15,2781.11,13069.41,10078.79
1248,34593,17-05-2022,20-05-2022,48,48,48,3,8,48,App,1,679.92,482.66,120.49,0,41.67,1988.67,197.26,-1953.57
1249,28055,17-05-2022,19-05-2022,49,49,49,4,9,49,App,4,4088.62,190.15,116.61,0,418.4,1891.33,16164.33,13737.99
1250,31441,17-05-2022,20-05-2022,50,50,50,5,10,50,Marketplace,4,1085.94,21.82,131.55,0,215.32,93.54,4321.94,3881.53
1251,34677,17-05-2022,18-05-2022,1,1,1,1,1,1,Marketplace,9,3798.96,316.55,31.94,0,337.4,299.42,33874.09,33205.33
1252,21868,17-05-2022,20-05-2022,2,2,2,2,2,2,App,9,2422.08,23.55,114.39,0,152.87,1208.13,21775.17,20299.78
1253,38055,18-05-2022,21-05-2022,3,3,3,3,3,3,Website,3,2450.74,95.8,50.32,1,99.22,2388.91,7256.42,4717.97
1254,21728,18-05-2022,22-05-2022,4,4,4,4,4,4,Marketplace,9,3261.45,24.2,56.52,0,106.24,1796.59,29328.85,27369.5
1255,27632,18-05-2022,21-05-2022,5,5,5,5,5,5,Website,5,316.96,85.33,21.97,0,97.79,743.98,1499.47,635.73
1256,32043,18-05-2022,21-05-2022,6,6,6,1,6,6,Website,6,485.92,427.47,136.18,0,123.49,412.51,2488.05,1815.87
1257,26403,18-05-2022,24-05-2022,7,7,7,2,7,7,Marketplace,7,1701.53,367.43,116.08,0,110.61,1431.2,11543.28,9885.39
1258,35732,18-05-2022,19-05-2022,8,8,8,3,8,8,App,3,2142.43,170.93,38.11,1,406.85,2743.18,6256.36,3068.22
1259,38526,18-05-2022,22-05-2022,9,9,9,4,9,9,Website,4,2206.71,448.57,62.63,0,266.65,206.74,8378.27,7842.25
1260,29340,18-05-2022,24-05-2022,10,10,10,5,10,10,App,5,3416.75,332.59,82.39,0,148.25,1414.8,16751.16,15105.72
1261,26184,18-05-2022,23-05-2022,11,11,11,1,1,11,Website,1,103.45,223.87,84.21,0,172.53,224.15,-120.42,-601.31
1262,20253,19-05-2022,20-05-2022,12,12,12,2,2,12,App,8,4799.61,34.17,97.44,0,478.9,787.74,38362.71,36998.63
1263,24102,19-05-2022,20-05-2022,13,13,13,3,3,13,Marketplace,7,954.99,365.36,81.38,0,91.93,2863.72,6319.57,3282.54
1264,23542,19-05-2022,24-05-2022,14,14,14,4,4,14,Website,2,1318.3,187.76,104.32,0,443.38,358.8,2448.84,1542.34
1265,39159,19-05-2022,22-05-2022,15,15,15,5,5,15,Website,7,4537.57,151.41,134.9,0,368.4,199.99,31611.58,30908.29
1266,26212,19-05-2022,25-05-2022,16,16,16,1,6,16,Website,9,126.91,144.14,71.75,0,306.73,307.14,998.05,312.43
1267,24637,19-05-2022,21-05-2022,17,17,17,2,7,17,App,5,4957.4,3.85,133.97,0,312.05,2090.47,24783.15,22246.66
1268,31525,19-05-2022,23-05-2022,18,18,18,3,8,18,Website,6,276.19,371.32,48.55,0,211.47,85.85,1285.82,939.95
1269,31471,19-05-2022,21-05-2022,19,19,19,4,9,19,Website,5,690.67,72.66,35.78,0,219.43,1211.29,3380.69,1914.19
1270,32500,19-05-2022,24-05-2022,20,20,20,5,10,20,App,1,1276.52,260.32,51.12,0,398.04,2862.36,1016.2,-2295.32
1271,35247,20-05-2022,21-05-2022,21,21,21,1,1,21,App,6,2249.74,8.04,46.86,0,405.43,253.17,13490.4,12784.94
1272,30532,20-05-2022,21-05-2022,22,22,22,2,2,22,Marketplace,7,2640.41,313.94,148.06,0,285.58,2799.6,18168.93,14935.69
1273,33518,20-05-2022,24-05-2022,23,23,23,3,3,23,App,5,613.12,184.75,69.54,0,384.3,396.76,2880.85,2030.25
1274,26476,20-05-2022,21-05-2022,24,24,24,4,4,24,Website,3,461,315.37,104.69,0,405.03,426.97,1067.63,130.94
1275,39532,20-05-2022,21-05-2022,25,25,25,5,5,25,Website,6,256.11,44.95,110.49,0,166.06,1834.25,1491.71,-619.09
1276,39743,20-05-2022,24-05-2022,26,26,26,1,6,26,Marketplace,7,1358.08,133.17,77.88,0,311.68,769.62,9373.39,8214.21
1277,21004,20-05-2022,26-05-2022,27,27,27,2,7,27,Marketplace,9,4615.51,55.15,49.06,0,217.9,59,41484.44,41158.48
1278,30286,20-05-2022,26-05-2022,28,28,28,3,8,28,Website,7,2010.23,323.04,76.95,0,49.05,2260.96,13748.57,11361.61
1279,24717,20-05-2022,24-05-2022,29,29,29,4,9,29,App,3,3843.64,54.28,81.59,0,324.23,1144.02,11476.64,9926.8
1280,23271,21-05-2022,26-05-2022,30,30,30,5,10,30,Website,1,1031.92,308.55,144.02,0,293.74,2728.97,723.37,-2443.36
1281,32714,21-05-2022,22-05-2022,31,31,31,1,1,31,Marketplace,7,416.93,67.35,93.92,0,51.3,870.36,2851.16,1835.58
1282,20209,21-05-2022,22-05-2022,32,32,32,2,2,32,Website,8,2815.97,471.68,146.08,0,35.41,2024.46,22056.08,19850.13
1283,25539,21-05-2022,26-05-2022,33,33,33,3,3,33,Website,1,4128.25,208.19,94.97,0,124.82,1012.81,3920.06,2687.46
1284,36537,21-05-2022,27-05-2022,34,34,34,4,4,34,Website,5,4502.45,63.3,38.85,1,416.71,487.59,22448.95,21505.8
1285,39977,21-05-2022,24-05-2022,35,35,35,5,5,35,Marketplace,8,2776.4,20.91,69.97,0,31.84,2925.77,22190.29,19162.71
1286,28606,21-05-2022,24-05-2022,36,36,36,1,6,36,Marketplace,7,1540.76,164.71,123,0,230.18,1785.12,10620.61,8482.31
1287,31616,21-05-2022,24-05-2022,37,37,37,2,7,37,Marketplace,2,636.61,445.69,74.81,0,89.52,2527.19,827.53,-1863.99
1288,21284,21-05-2022,27-05-2022,38,38,38,3,8,38,App,4,3372.33,71.91,32.97,0,126.78,788.04,13417.41,12469.62
1289,23148,22-05-2022,28-05-2022,39,39,39,4,9,39,Marketplace,6,1474.14,395.42,32.49,0,384.96,1209.96,8449.42,6822.01
1290,20768,22-05-2022,27-05-2022,40,40,40,5,10,40,App,7,4235.42,208.69,50.82,0,425.3,1456.82,29439.25,27506.31
1291,25607,22-05-2022,23-05-2022,41,41,41,1,1,41,App,7,3065.09,401.46,93.42,1,290.14,1907.42,21054.17,18763.19
1292,39586,22-05-2022,27-05-2022,42,42,42,2,2,42,Marketplace,3,4308.5,437.15,127.92,0,431.62,1214.86,12488.35,10713.95
1293,39171,22-05-2022,27-05-2022,43,43,43,3,3,43,App,8,2876.6,498.91,89.38,0,428.44,779.79,22513.89,21216.28
1294,38594,22-05-2022,28-05-2022,44,44,44,4,4,44,App,7,3881.54,34.1,116.99,0,110.76,610.14,27136.68,26298.79
1295,27399,22-05-2022,25-05-2022,45,45,45,5,5,45,Website,4,1542.1,398.15,103.93,0,322.51,1817.84,5770.25,3525.97
1296,20358,22-05-2022,24-05-2022,46,46,46,1,6,46,App,4,2564.99,34.84,88.13,0,389.16,780.58,10225.12,8967.25
1297,20849,22-05-2022,23-05-2022,47,47,47,2,7,47,App,4,195.09,157.4,47.93,0,280.53,1219.99,622.96,-925.49
1298,27498,23-05-2022,29-05-2022,48,48,48,3,8,48,Marketplace,5,3078.38,323.12,134.81,0,402.89,152.3,15068.78,14378.78
1299,24522,23-05-2022,26-05-2022,49,49,49,4,9,49,Website,2,2715.32,223.64,55.84,0,314.42,806.5,5207,4030.24
1300,38928,23-05-2022,25-05-2022,50,50,50,5,10,50,App,9,3800.88,282.63,52.87,0,142.23,1474.85,33925.29,32255.34
1301,32773,23-05-2022,25-05-2022,1,1,1,1,1,1,App,6,3671.88,483.1,53.51,0,342.8,2398.34,21548.18,18753.53
1302,38215,23-05-2022,29-05-2022,2,2,2,2,2,2,App,8,3175.32,409.33,32.44,0,294,1150.5,24993.23,23516.29
1303,37856,23-05-2022,27-05-2022,3,3,3,3,3,3,Marketplace,1,377.76,181.83,84.83,0,312.48,920.72,195.93,-1122.1
1304,29628,23-05-2022,24-05-2022,4,4,4,4,4,4,Marketplace,6,4524.75,299.97,62.58,0,47.66,1572.43,26848.53,25165.86
1305,20329,23-05-2022,25-05-2022,5,5,5,5,5,5,Website,6,188.29,24.24,87.85,0,62.87,196.8,1105.5,757.98
1306,25851,23-05-2022,29-05-2022,6,6,6,1,6,6,App,8,4036.01,226.45,78.9,0,407.33,1094.01,32061.63,30481.39
1307,27032,24-05-2022,30-05-2022,7,7,7,2,7,7,Website,1,2448.8,304.2,87.57,0,215.64,449.07,2144.6,1392.32
1308,35326,24-05-2022,27-05-2022,8,8,8,3,8,8,Marketplace,5,4108.17,357.36,58.69,0,107.64,797.9,20183.49,19219.26
1309,25266,24-05-2022,28-05-2022,9,9,9,4,9,9,App,3,2378.84,450.76,125.97,0,46.34,1202.44,6685.76,5311.01
1310,24354,24-05-2022,25-05-2022,10,10,10,5,10,10,App,6,3270,141.53,89.45,0,131.45,221.2,19478.47,19036.37
1311,35082,24-05-2022,29-05-2022,11,11,11,1,1,11,Website,9,1880,451.09,47.1,0,147.6,2401.85,16468.91,13872.36
1312,24722,24-05-2022,27-05-2022,12,12,12,2,2,12,App,3,3744.03,330.76,137.23,0,491.48,860.46,10901.33,9412.16
1313,37772,24-05-2022,26-05-2022,13,13,13,3,3,13,Marketplace,9,1345.46,38.82,34.23,0,417.25,736.86,12070.32,10881.98
1314,28911,24-05-2022,26-05-2022,14,14,14,4,4,14,Website,9,3624.84,190.17,115.35,0,39.23,1063.48,32433.39,31215.33
1315,23235,24-05-2022,27-05-2022,15,15,15,5,5,15,Website,1,1047.57,238.3,108.2,0,374.22,1135.15,809.27,-808.3
1316,24576,25-05-2022,31-05-2022,16,16,16,1,6,16,App,2,3638.62,176.24,29.47,0,281.97,2447.44,7101,4342.12
1317,21100,25-05-2022,27-05-2022,17,17,17,2,7,17,Marketplace,4,1538.99,57.97,137.2,0,114.24,890.03,6097.99,4956.52
1318,28864,25-05-2022,29-05-2022,18,18,18,3,8,18,App,7,1465.3,275.79,61.12,0,373.29,1408.61,9981.31,8138.29
1319,28708,25-05-2022,26-05-2022,19,19,19,4,9,19,Website,2,4076.32,65.88,116.32,0,15.09,1519.59,8086.76,6435.76
1320,38916,25-05-2022,29-05-2022,20,20,20,5,10,20,Website,7,4087.09,457.51,56.01,1,365.77,951.57,28152.12,26778.77
1321,37165,25-05-2022,27-05-2022,21,21,21,1,1,21,Marketplace,5,3487.87,432.63,88.34,0,447.64,2360.8,17006.72,14109.94
1322,34439,25-05-2022,30-05-2022,22,22,22,2,2,22,Website,7,4627.15,237.61,146.4,1,441.31,1890.76,32152.44,29673.97
1323,39907,25-05-2022,26-05-2022,23,23,23,3,3,23,Marketplace,9,865.35,33.87,99.4,0,386.17,2176.94,7754.28,5091.77
1324,31750,25-05-2022,26-05-2022,24,24,24,4,4,24,App,9,1419.67,276.1,58.52,0,467.37,210.99,12500.93,11764.05
1325,29781,25-05-2022,28-05-2022,25,25,25,5,5,25,Marketplace,3,1540.67,296.12,79.59,1,353.66,2467.57,4325.89,1425.07
1326,24995,26-05-2022,29-05-2022,26,26,26,1,6,26,App,3,1595.9,444.21,107.89,0,343.36,759.13,4343.49,3133.11
1327,37885,26-05-2022,31-05-2022,27,27,27,2,7,27,App,7,1707.36,33.76,77.87,0,13.1,320.83,11917.76,11505.96
1328,31986,26-05-2022,01-06-2022,28,28,28,3,8,28,Website,5,3515.34,346.05,138.4,0,87.09,2000.08,17230.65,15005.08
1329,32510,26-05-2022,27-05-2022,29,29,29,4,9,29,App,5,1426.71,281.4,132.77,0,390.71,693.06,6852.15,5635.61
1330,39464,26-05-2022,31-05-2022,30,30,30,5,10,30,Website,5,1501.02,87.39,39.09,0,498.75,1249.2,7417.71,5630.67
1331,29268,26-05-2022,29-05-2022,31,31,31,1,1,31,Marketplace,9,2895.03,60.87,122.04,0,359.97,2138.34,25994.4,23374.05
1332,20502,26-05-2022,29-05-2022,32,32,32,2,2,32,Marketplace,4,1047.46,346.98,142.51,0,289.91,352.84,3842.86,3057.6
1333,29531,26-05-2022,27-05-2022,33,33,33,3,3,33,App,6,1887.95,169.91,61.2,0,91.71,426.82,11157.79,10578.06
1334,28009,26-05-2022,30-05-2022,34,34,34,4,4,34,Marketplace,6,383.91,499.97,50.97,0,473.96,2011.45,1803.49,-732.89
1335,37007,27-05-2022,29-05-2022,35,35,35,5,5,35,App,7,4767.48,447,21.25,0,324.87,1376.38,32925.36,31202.86
1336,31542,27-05-2022,30-05-2022,36,36,36,1,6,36,Marketplace,2,1654.81,282.86,35.04,0,244.52,702.56,3026.76,2044.64
1337,37434,27-05-2022,02-06-2022,37,37,37,2,7,37,App,6,4265.21,320.87,144.92,1,430.69,1571.58,25270.39,23123.2
1338,37713,27-05-2022,02-06-2022,38,38,38,3,8,38,App,9,2696.73,79.44,70.85,0,476.64,1874.95,24191.13,21768.69
1339,33435,27-05-2022,30-05-2022,39,39,39,4,9,39,Marketplace,3,1218.24,447,70.35,0,185.59,1244.95,3207.72,1706.83
1340,24114,27-05-2022,31-05-2022,40,40,40,5,10,40,Marketplace,2,1047.8,229.47,54.67,0,257.89,560.16,1866.13,993.41
1341,33568,27-05-2022,31-05-2022,41,41,41,1,1,41,Marketplace,8,3505.31,260.68,41.33,0,57.55,1960.17,27781.8,25722.75
1342,23367,27-05-2022,01-06-2022,42,42,42,2,2,42,Marketplace,1,4827.86,436.56,86.14,0,479.93,407.56,4391.3,3417.67
1343,28095,27-05-2022,02-06-2022,43,43,43,3,3,43,App,8,997.04,3.13,114.01,0,60.34,1977.93,7973.19,5820.91
1344,25141,28-05-2022,02-06-2022,44,44,44,4,4,44,App,5,665.56,247.17,91.6,0,464.51,848.98,3080.63,1675.54
1345,23951,28-05-2022,03-06-2022,45,45,45,5,5,45,Marketplace,9,1996.79,313.38,24.61,0,95.52,54.12,17657.73,17483.48
1346,34887,28-05-2022,30-05-2022,46,46,46,1,6,46,Marketplace,9,2029.67,79.66,124.45,0,454.39,1424.13,18187.37,16184.4
1347,21573,28-05-2022,30-05-2022,47,47,47,2,7,47,Website,4,4050.64,34.15,141.11,0,226.15,964.43,16168.41,14836.72
1348,33359,28-05-2022,29-05-2022,48,48,48,3,8,48,App,1,2397.56,267.47,77.25,1,296.03,726.76,2130.09,1030.05
1349,39018,28-05-2022,02-06-2022,49,49,49,4,9,49,App,5,406.06,273.76,67.64,0,17.81,1520.56,1756.54,150.53
1350,22768,28-05-2022,31-05-2022,50,50,50,5,10,50,Marketplace,7,4611.27,165.13,49.88,0,197.19,1043.06,32113.76,30823.63
1351,25302,28-05-2022,02-06-2022,1,1,1,1,1,1,Website,9,1928.62,441.12,59.24,0,246.7,920.31,16916.46,15690.21
1352,33746,28-05-2022,31-05-2022,2,2,2,2,2,2,Marketplace,9,3375.81,150.54,103.78,0,4.71,2299.61,30231.75,27823.65
1353,21211,29-05-2022,02-06-2022,3,3,3,3,3,3,App,9,3370.69,258.24,120.12,0,330.43,294.92,30077.97,29332.5
1354,35445,29-05-2022,03-06-2022,4,4,4,4,4,4,App,6,376.08,93.36,63.19,0,419.45,1223.71,2163.12,456.77
1355,35815,29-05-2022,02-06-2022,5,5,5,5,5,5,Website,2,117.66,5.58,64.16,0,12.39,778.17,229.74,-624.98
1356,21160,29-05-2022,31-05-2022,6,6,6,1,6,6,Marketplace,5,531.38,213.01,78.64,0,246.27,891.79,2443.89,1227.19
1357,27041,29-05-2022,31-05-2022,7,7,7,2,7,7,Website,3,4787,263.47,42.13,0,16.87,1353.47,14097.53,12685.06
1358,38767,29-05-2022,30-05-2022,8,8,8,3,8,8,Marketplace,6,3990.57,382.34,140.54,0,436.65,2771.87,23561.08,20212.02
1359,30846,29-05-2022,03-06-2022,9,9,9,4,9,9,Website,5,746.86,224.39,111.71,0,80.41,1994.66,3509.91,1323.13
1360,25876,29-05-2022,02-06-2022,10,10,10,5,10,10,Marketplace,1,3112.86,139.37,76.37,0,29.26,619.68,2973.49,2248.18
1361,39924,29-05-2022,01-06-2022,11,11,11,1,1,11,Marketplace,2,3098.67,302.12,35.9,1,428.85,1738.66,5895.22,3691.81
1362,32889,30-05-2022,01-06-2022,12,12,12,2,2,12,Marketplace,5,102.74,190.59,130.35,0,222.25,503.8,323.11,-533.29
1363,33882,30-05-2022,01-06-2022,13,13,13,3,3,13,App,6,2202.41,116.71,82.88,0,47.7,2661.58,13097.75,10305.59
1364,34738,30-05-2022,02-06-2022,14,14,14,4,4,14,Marketplace,1,3587.7,455.17,123.59,1,323.96,1300.37,3132.53,1384.61
1365,21095,30-05-2022,03-06-2022,15,15,15,5,5,15,App,7,1015.28,268.35,24.34,0,352.8,2851.54,6838.61,3609.93
1366,25901,30-05-2022,03-06-2022,16,16,16,1,6,16,Website,3,4269.43,100.24,55.58,0,284.17,2003.97,12708.05,10364.33
1367,28215,30-05-2022,04-06-2022,17,17,17,2,7,17,Marketplace,1,3335.49,335.46,100.87,0,166.06,2508.95,3000.03,224.15
1368,32911,30-05-2022,04-06-2022,18,18,18,3,8,18,App,7,133.93,401.54,83.43,0,212.24,578.9,535.97,-338.6
1369,34123,30-05-2022,05-06-2022,19,19,19,4,9,19,Website,7,4289.08,379.27,58.36,0,477.42,2572.03,29644.29,26536.48
1370,21079,30-05-2022,05-06-2022,20,20,20,5,10,20,Marketplace,3,195.06,299.77,46.15,0,267.18,609.16,285.41,-637.08
1371,32510,31-05-2022,01-06-2022,21,21,21,1,1,21,Website,6,4450.85,259.81,59.24,0,198.53,2929.67,26445.29,23257.85
1372,39231,31-05-2022,02-06-2022,22,22,22,2,2,22,App,4,1735.22,388.66,116.5,0,354.1,875.7,6552.22,5205.92
1373,38344,31-05-2022,05-06-2022,23,23,23,3,3,23,App,4,3523.39,354.06,43.88,0,38.08,2067.95,13739.5,11589.59
1374,21473,31-05-2022,04-06-2022,24,24,24,4,4,24,Marketplace,9,3958.41,285.74,97.2,0,145.11,1662.15,35339.95,33435.49
1375,24888,31-05-2022,03-06-2022,25,25,25,5,5,25,App,7,1478.22,328.86,75.08,0,113.24,1461.78,10018.68,8368.58
1376,24979,31-05-2022,04-06-2022,26,26,26,1,6,26,App,6,1846.54,84.31,119.19,0,340.05,1314.46,10994.93,9221.23
1377,21212,31-05-2022,02-06-2022,27,27,27,2,7,27,Website,9,2596.75,9.97,46.21,0,301.96,1181.7,23360.78,21830.91
1378,29001,31-05-2022,06-06-2022,28,28,28,3,8,28,Marketplace,3,2955.19,465.57,55.11,1,379.72,944.49,8400,7020.68
1379,33248,31-05-2022,04-06-2022,29,29,29,4,9,29,Marketplace,4,1531.01,467.64,71.83,0,213.39,1811.75,5656.4,3559.43
1380,20419,01-06-2022,02-06-2022,30,30,30,5,10,30,Marketplace,9,4962.74,393.99,41.65,0,86.97,2953.42,44270.67,41188.63
1381,35608,01-06-2022,03-06-2022,31,31,31,1,1,31,Website,4,3711.32,186.15,79.96,0,91.41,2032.89,14659.13,12454.87
1382,23659,01-06-2022,07-06-2022,32,32,32,2,2,32,App,7,1443.34,75.38,74.09,0,446.13,2282.99,10028,7224.79
1383,25283,01-06-2022,04-06-2022,33,33,33,3,3,33,Marketplace,9,3238.12,178.67,148.71,0,37.45,1980.02,28964.41,26798.23
1384,30715,01-06-2022,07-06-2022,34,34,34,4,4,34,Marketplace,4,2233.32,363.12,97.2,0,297.06,1571.36,8570.16,6604.54
1385,36165,01-06-2022,02-06-2022,35,35,35,5,5,35,Website,9,4315.61,167.6,29.03,0,115.84,2460.48,38672.89,36067.54
1386,21340,01-06-2022,03-06-2022,36,36,36,1,6,36,Website,7,1711.86,397.96,79.79,0,107.14,1003.33,11585.06,10394.8
1387,34805,01-06-2022,04-06-2022,37,37,37,2,7,37,Marketplace,4,1020.48,336.51,134.21,0,49.2,855.85,3745.41,2706.15
1388,30584,01-06-2022,02-06-2022,38,38,38,3,8,38,Marketplace,3,326.07,314.99,132.68,0,489.64,1182.33,663.22,-1141.43
1389,34780,02-06-2022,08-06-2022,39,39,39,4,9,39,Website,6,4923.12,465.12,145.03,0,30.49,1757.34,29073.6,27140.74
1390,25137,02-06-2022,03-06-2022,40,40,40,5,10,40,Website,3,1860.19,446.71,136.25,0,73.88,50.28,5133.86,4873.45
1391,37745,02-06-2022,04-06-2022,41,41,41,1,1,41,Website,7,1180.54,355.83,42.92,0,182.58,2513.7,7907.95,5168.75
1392,20591,02-06-2022,07-06-2022,42,42,42,2,2,42,Website,1,2509.67,99.62,20.46,0,227.9,944.36,2410.05,1217.33
1393,20526,02-06-2022,03-06-2022,43,43,43,3,3,43,App,7,1529.03,469.46,100.11,0,475.4,1822.31,10233.75,7835.93
1394,27855,02-06-2022,03-06-2022,44,44,44,4,4,44,App,3,1241.21,113.56,111.32,0,120.89,204.73,3610.07,3173.13
1395,30695,02-06-2022,08-06-2022,45,45,45,5,5,45,Marketplace,9,3120.28,186.29,37.06,0,360.49,1323.3,27896.23,26175.38
1396,21292,02-06-2022,08-06-2022,46,46,46,1,6,46,App,6,466.76,413.39,41.69,0,328.19,250.28,2387.17,1767.01
1397,38038,02-06-2022,05-06-2022,47,47,47,2,7,47,Website,7,2594.07,104.33,145.2,0,258.75,83.26,18054.16,17566.95
1398,36571,02-06-2022,08-06-2022,48,48,48,3,8,48,Marketplace,9,1998.41,319.3,142.7,1,133.03,2375.36,17666.39,15015.3
1399,39142,03-06-2022,07-06-2022,49,49,49,4,9,49,Website,6,2709.39,228.92,40.41,0,78.32,1244.13,16027.42,14664.56
1400,28625,03-06-2022,05-06-2022,50,50,50,5,10,50,App,2,1670.16,312.02,52.11,0,88.26,2453.45,3028.3,434.48
1401,26431,03-06-2022,05-06-2022,1,1,1,1,1,1,Website,6,2894.57,479.03,135.97,0,173,1045.09,16888.39,15534.33
1402,35926,03-06-2022,08-06-2022,2,2,2,2,2,2,Marketplace,6,500.91,404.18,76.55,0,68.56,1960.93,2601.28,495.24
1403,31704,03-06-2022,08-06-2022,3,3,3,3,3,3,App,2,1943.18,147.91,123.75,0,499.29,328.14,3738.45,2787.27
1404,20437,03-06-2022,05-06-2022,4,4,4,4,4,4,Marketplace,7,1263.74,28.64,71.48,0,222.91,611.92,8817.54,7911.23
1405,30780,03-06-2022,08-06-2022,5,5,5,5,5,5,App,9,2246.64,483.52,115.73,0,269.5,1440.35,19736.24,17910.66
1406,37216,03-06-2022,06-06-2022,6,6,6,1,6,6,Website,4,2051.85,292.59,71.59,0,308.23,1349.53,7914.81,6185.46
1407,28988,03-06-2022,09-06-2022,7,7,7,2,7,7,Marketplace,5,3192.8,86.55,136.89,0,97.89,622.87,15877.45,15019.8
1408,28953,04-06-2022,06-06-2022,8,8,8,3,8,8,App,6,3180.91,313.55,62.32,0,240.88,2618.8,18771.91,15849.91
1409,25794,04-06-2022,09-06-2022,9,9,9,4,9,9,App,1,2125.49,21.11,88.01,0,31.45,888.55,2104.38,1096.37
1410,23574,04-06-2022,06-06-2022,10,10,10,5,10,10,App,8,989.95,93.76,87.83,0,484.58,1310.66,7825.84,5942.77
1411,36301,04-06-2022,08-06-2022,11,11,11,1,1,11,App,9,2951.38,316.32,104.35,0,236.41,1045.2,26246.1,24860.14
1412,20684,04-06-2022,05-06-2022,12,12,12,2,2,12,Website,1,4835.93,201.24,59.87,0,14.83,2986.62,4634.69,1573.37
1413,24233,04-06-2022,10-06-2022,13,13,13,3,3,13,Website,4,1008.67,162.55,103.55,1,299.54,1072.61,3872.13,2396.43
1414,36961,04-06-2022,06-06-2022,14,14,14,4,4,14,App,6,438.39,327.75,38.33,0,50.06,830.45,2302.59,1383.75
1415,32997,04-06-2022,05-06-2022,15,15,15,5,5,15,Website,1,1396.35,433.2,136.17,0,394.99,2725.03,963.15,-2293.04
1416,28007,04-06-2022,09-06-2022,16,16,16,1,6,16,Website,3,2123.31,339.3,38.74,1,476.68,514.27,6030.63,5000.94
1417,36611,05-06-2022,06-06-2022,17,17,17,2,7,17,App,7,1600.32,231.72,129.24,0,458.28,2758.68,10970.52,7624.32
1418,22328,05-06-2022,11-06-2022,18,18,18,3,8,18,Website,8,4190.08,329.43,110.11,0,213.89,1727.13,33191.21,31140.08
1419,39115,05-06-2022,07-06-2022,19,19,19,4,9,19,Marketplace,8,2515.84,347.83,64.34,1,356.29,708.37,19778.89,18649.89
1420,29019,05-06-2022,09-06-2022,20,20,20,5,10,20,Marketplace,5,1306.03,387.53,62.57,0,77.9,793.38,6142.62,5208.77
1421,36814,05-06-2022,10-06-2022,21,21,21,1,1,21,Website,1,4755.98,153.52,145.59,0,37.85,2147.32,4602.46,2271.7
1422,29255,05-06-2022,07-06-2022,22,22,22,2,2,22,App,1,712.81,57.22,45.35,0,410.53,166.14,655.59,33.57
1423,38093,05-06-2022,11-06-2022,23,23,23,3,3,23,Marketplace,8,702.27,340.94,113.98,0,347.58,2160.59,5277.22,2655.07
1424,25782,05-06-2022,10-06-2022,24,24,24,4,4,24,Website,5,1301.9,60.54,43.88,0,453.53,964.24,6448.96,4987.31
1425,21234,05-06-2022,08-06-2022,25,25,25,5,5,25,Website,9,476.18,231.01,137.7,0,457.29,2434.34,4054.61,1025.28
1426,25205,06-06-2022,07-06-2022,26,26,26,1,6,26,App,1,3783.1,115.35,116.45,0,173.64,418.6,3667.75,2959.06
1427,21420,06-06-2022,12-06-2022,27,27,27,2,7,27,App,2,1632.77,166.04,141.25,0,159.32,784.99,3099.5,2013.94
1428,37152,06-06-2022,09-06-2022,28,28,28,3,8,28,Website,4,3676.21,235.31,134.28,1,220.95,1345.09,14469.53,12769.21
1429,29596,06-06-2022,08-06-2022,29,29,29,4,9,29,App,7,3837.41,448.09,91.43,0,332.84,2643.67,26413.78,23345.84
1430,39488,06-06-2022,10-06-2022,30,30,30,5,10,30,Marketplace,4,1263.84,340.21,39.79,0,2.49,888.08,4715.15,3784.79
1431,24355,06-06-2022,11-06-2022,31,31,31,1,1,31,Marketplace,8,2639.98,85.82,48.79,0,267.31,2539.17,21034.02,18178.75
1432,39689,06-06-2022,07-06-2022,32,32,32,2,2,32,Website,7,2646,439.72,46.24,0,9.87,351.06,18082.28,17675.11
